Entry,Entry.Name,Protein.names,Gene.Names,Organism,Length,Transmembrane,Intramembrane,Gene.Ontology..cellular.component.,Gene.Ontology..biological.process.,Gene.Ontology..molecular.function.,Gene.Ontology..GO.,Gene.Ontology.IDs,Subcellular.location..CC.,Prediction,OTHER,SP.Sec.SPI.,CS.Position,N_term_md,cterm_distance,penultimate_distance,membrane_domain_count,in_biogrid,in_massspec,Reduced.CC.Terms
Q8NGR6,OR1B1_HUMAN,Olfactory receptor 1B1 (Olfactory receptor 9-B) (OR9-B) (Olfactory receptor OR9-26),OR1B1,Homo sapiens (Human),317,"TRANSMEM 30..50; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 67..87; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 145..165; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 202..222; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 249..269; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 277..297; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],signal transduction [GO:0007165],G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]; signal transduction [GO:0007165],GO:0004930; GO:0004984; GO:0005886; GO:0007165,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,0.0,,True,20,8.0,7,False,False,cell periphery
Q8NGS2,OR1J2_HUMAN,Olfactory receptor 1J2 (HSA5) (HTPCRX15) (OST044) (Olfactory receptor 1J3) (Olfactory receptor 1J5) (Olfactory receptor OR9-19),OR1J2 OR1J3 OR1J5,Homo sapiens (Human),313,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..259; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 273..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],signal transduction [GO:0007165],G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]; signal transduction [GO:0007165],GO:0004930; GO:0004984; GO:0005886; GO:0007165,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,0.0,,True,21,14.0,7,False,False,cell periphery
Q8NGS8,O13C5_HUMAN,Olfactory receptor 13C5 (Olfactory receptor OR9-11),OR13C5,Homo sapiens (Human),318,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 198..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 278..298; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,nucleoplasm [GO:0005654]; plasma membrane [GO:0005886],detection of chemical stimulus involved in sensory perception of smell [GO:0050911],G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911],GO:0004930; GO:0004984; GO:0005654; GO:0005886; GO:0050911,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,1e-06,,True,20,20.0,7,False,False,nucleus; cell periphery
Q8NGT0,O13C9_HUMAN,Olfactory receptor 13C9 (Olfactory receptor OR9-13),OR13C9,Homo sapiens (Human),318,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 198..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 278..298; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,nucleoplasm [GO:0005654]; plasma membrane [GO:0005886],detection of chemical stimulus involved in sensory perception of smell [GO:0050911],G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911],GO:0004930; GO:0004984; GO:0005654; GO:0005886; GO:0050911,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,1e-06,,True,20,20.0,7,False,False,nucleus; cell periphery
Q8NGV6,OR5H6_HUMAN,Olfactory receptor 5H6 (Olfactory receptor OR3-11),OR5H6,Homo sapiens (Human),325,"TRANSMEM 42..62; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 71..91; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 116..136; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 156..176; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 213..233; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 254..274; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 288..308; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],,G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984],GO:0004930; GO:0004984; GO:0005549; GO:0005886,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,0.999712,0.000293,,True,17,14.0,7,False,False,cell periphery
Q8NGW6,OR6K6_HUMAN,Olfactory receptor 6K6 (Olfactory receptor OR1-21),OR6K6,Homo sapiens (Human),343,"TRANSMEM 54..74; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 83..103; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 128..148; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 168..188; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 225..244; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 265..285; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 299..319; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,membrane [GO:0016020]; plasma membrane [GO:0005886],detection of chemical stimulus involved in sensory perception of smell [GO:0050911],G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984],membrane [GO:0016020]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911],GO:0004930; GO:0004984; GO:0005549; GO:0005886; GO:0016020; GO:0050911,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,0.99979,0.000201,,True,24,14.0,7,False,False,membrane; cell periphery
Q8NGX3,O10T2_HUMAN,Olfactory receptor 10T2 (Olfactory receptor OR1-3),OR10T2,Homo sapiens (Human),314,"TRANSMEM 27..47; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 56..76; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..121; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 141..161; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..218; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,membrane [GO:0016020]; plasma membrane [GO:0005886],detection of chemical stimulus involved in sensory perception of smell [GO:0050911],G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984],membrane [GO:0016020]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911],GO:0004930; GO:0004984; GO:0005549; GO:0005886; GO:0016020; GO:0050911,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,2e-06,,True,22,14.0,7,False,False,membrane; cell periphery
Q8NGY0,O10X1_HUMAN,Olfactory receptor 10X1 (Olfactory receptor OR1-14),OR10X1 OR10X1P,Homo sapiens (Human),326,"TRANSMEM 42..62; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 71..91; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 116..136; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 156..176; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 214..233; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 254..274; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 285..305; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],,G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],GO:0004930; GO:0004984; GO:0005886,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,1.7e-05,,True,21,11.0,7,False,False,cell periphery
Q8NGY3,OR6K3_HUMAN,Olfactory receptor 6K3 (Olfactory receptor OR1-18),OR6K3,Homo sapiens (Human),331,"TRANSMEM 42..62; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 71..91; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 116..136; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 156..176; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 213..232; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 253..273; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 287..307; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,membrane [GO:0016020]; plasma membrane [GO:0005886],detection of chemical stimulus involved in sensory perception of smell [GO:0050911],G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984],membrane [GO:0016020]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911],GO:0004930; GO:0004984; GO:0005549; GO:0005886; GO:0016020; GO:0050911,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,5e-06,,True,24,14.0,7,False,False,membrane; cell periphery
Q8NH19,O10AG_HUMAN,Olfactory receptor 10AG1 (Olfactory receptor OR11-160),OR10AG1,Homo sapiens (Human),301,"TRANSMEM 17..37; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 46..66; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 91..111; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 131..151; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 189..208; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 229..249; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 263..283; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],detection of chemical stimulus involved in sensory perception of smell [GO:0050911],G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911],GO:0004930; GO:0004984; GO:0005886; GO:0050911,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,0.0,,True,18,14.0,7,False,False,cell periphery
Q8NH43,OR4L1_HUMAN,Olfactory receptor 4L1 (Olfactory receptor 4L2) (Olfactory receptor OR14-28),OR4L1 OR4L2P,Homo sapiens (Human),312,"TRANSMEM 26..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..79; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 101..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..158; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 196..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 270..289; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],,G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],GO:0004930; GO:0004984; GO:0005886,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,0.0,,True,23,12.0,7,False,False,cell periphery
Q8NH48,OR5B3_HUMAN,Olfactory receptor 5B3 (Olfactory receptor 5B13) (Olfactory receptor OR11-239),OR5B3 OR5B13,Homo sapiens (Human),314,"TRANSMEM 24..44; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 53..73; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 98..118; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 132..152; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 195..215; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 236..256; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 270..290; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],G protein-coupled receptor signaling pathway [GO:0007186]; sensory perception of smell [GO:0007608],G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984]; G protein-coupled receptor signaling pathway [GO:0007186]; sensory perception of smell [GO:0007608],GO:0004930; GO:0004984; GO:0005549; GO:0005886; GO:0007186; GO:0007608,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,1e-06,,True,24,14.0,7,False,False,cell periphery
Q8NH59,O51Q1_HUMAN,Olfactory receptor 51Q1,OR51Q1,Homo sapiens (Human),317,"TRANSMEM 28..48; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 57..77; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 102..122; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 142..162; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 199..219; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 240..260; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 276..296; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],,G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],GO:0004930; GO:0004984; GO:0005886,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,1e-06,,True,21,16.0,7,False,False,cell periphery
Q8NH69,OR5W2_HUMAN,Olfactory receptor 5W2 (Olfactory receptor 5W3) (Olfactory receptor OR11-155),OR5W2 OR5W2P OR5W3P,Homo sapiens (Human),310,"TRANSMEM 26..46; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 55..75; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 100..120; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 140..160; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..217; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 238..258; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],,G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; odorant binding [GO:0005549]; olfactory receptor activity [GO:0004984],GO:0004930; GO:0004984; GO:0005549; GO:0005886,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,0.0,,True,18,14.0,7,False,False,cell periphery
Q8NH87,OR9G1_HUMAN,Olfactory receptor 9G1 (Olfactory receptor 9G5) (Olfactory receptor OR11-114),OR9G1 OR9G5,Homo sapiens (Human),305,"TRANSMEM 25..45; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 54..74; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 139..159; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 197..216; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 271..291; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],,G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],GO:0004930; GO:0004984; GO:0005886,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,3e-06,,True,14,14.0,7,False,False,cell periphery
Q8NH92,OR1S1_HUMAN,Olfactory receptor 1S1 (Olfactory receptor OR11-232),OR1S1,Homo sapiens (Human),325,"TRANSMEM 39..62; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 71..92; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 114..133; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 153..171; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 209..232; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 250..272; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 286..305; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],signal transduction [GO:0007165],G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]; signal transduction [GO:0007165],GO:0004930; GO:0004984; GO:0005886; GO:0007165,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,0.999959,5.2e-05,,True,20,14.0,7,False,False,cell periphery
Q8NH94,OR1L1_HUMAN,Olfactory receptor 1L1 (Olfactory receptor 1L2) (Olfactory receptor 9-C) (OR9-C) (Olfactory receptor OR9-27),OR1L1 OR1L2,Homo sapiens (Human),360,"TRANSMEM 76..99; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 108..129; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 151..170; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 190..208; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 247..269; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 287..309; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 322..341; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],signal transduction [GO:0007165],G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]; signal transduction [GO:0007165],GO:0004930; GO:0004984; GO:0005886; GO:0007165,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,0.0,,True,19,13.0,7,False,False,cell periphery
Q8NHC8,OR2T6_HUMAN,Olfactory receptor 2T6 (OST703) (Olfactory receptor 2T9),OR2T6 OR2T6P OR2T9,Homo sapiens (Human),308,"TRANSMEM 29..49; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 58..78; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 99..119; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 146..166; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 204..224; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 237..257; /note=""Helical; Name=6""; /evidence=""ECO:0000255""; TRANSMEM 272..292; /note=""Helical; Name=7""; /evidence=""ECO:0000255""",,plasma membrane [GO:0005886],detection of chemical stimulus involved in sensory perception of smell [GO:0050911],G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984],plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; olfactory receptor activity [GO:0004984]; detection of chemical stimulus involved in sensory perception of smell [GO:0050911],GO:0004930; GO:0004984; GO:0005886; GO:0050911,SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.,OTHER,1.0,1e-06,,True,16,15.0,7,False,False,cell periphery
Q8NHV5,MOSMO_HUMAN,Modulator of smoothened protein (Attenuator of hedgehog),MOSMO ATTHOG C16orf52,Homo sapiens (Human),167,"TRANSMEM 7..29; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 68..88; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 101..121; /note=""Helical""; /evidence=""ECO:0000255""; TRANSMEM 139..159; /note=""Helical""; /evidence=""ECO:0000255""",,ciliary membrane [GO:0060170]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886],cell differentiation [GO:0030154]; embryonic limb morphogenesis [GO:0030326]; embryonic skeletal system development [GO:0048706]; gene expression [GO:0010467]; heart development [GO:0007507]; in utero embryonic development [GO:0001701]; left/right pattern formation [GO:0060972]; lung development [GO:0030324]; negative regulation of smoothened signaling pathway [GO:0045879]; protein localization [GO:0008104]; regulation of neuron differentiation [GO:0045664]; regulation of protein stability [GO:0031647]; smoothened signaling pathway [GO:0007224],,ciliary membrane [GO:0060170]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; cell differentiation [GO:0030154]; embryonic limb morphogenesis [GO:0030326]; embryonic skeletal system development [GO:0048706]; gene expression [GO:0010467]; heart development [GO:0007507]; in utero embryonic development [GO:0001701]; left/right pattern formation [GO:0060972]; lung development [GO:0030324]; negative regulation of smoothened signaling pathway [GO:0045879]; protein localization [GO:0008104]; regulation of neuron differentiation [GO:0045664]; regulation of protein stability [GO:0031647]; smoothened signaling pathway [GO:0007224],GO:0001701; GO:0005794; GO:0005886; GO:0007224; GO:0007507; GO:0008104; GO:0010467; GO:0030154; GO:0030324; GO:0030326; GO:0031647; GO:0045664; GO:0045879; GO:0048706; GO:0060170; GO:0060972,"SUBCELLULAR LOCATION: Cell projection, cilium membrane; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8C784}. Cell membrane; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8C784}.",SP,0.41072,0.589264,CS pos: 21-22. Pr: 0.4436,True,8,18.0,4,False,False,cell projection membrane; Golgi apparatus; cell periphery
Q8TB96,TIP_HUMAN,T-cell immunomodulatory protein (Protein TIP) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin),ITFG1 LNKN-1 TIP CDA08,Homo sapiens (Human),612,"TRANSMEM 567..587; /note=""Helical""; /evidence=""ECO:0000255""",,extracellular exosome [GO:0070062]; plasma membrane [GO:0005886],,,extracellular exosome [GO:0070062]; plasma membrane [GO:0005886],GO:0005886; GO:0070062,SUBCELLULAR LOCATION: Secreted {ECO:0000305}. Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.,SP,0.00069,0.999255,CS pos: 33-34. Pr: 0.9381,False,25,,1,False,False,extracellular region; cell periphery
Q8TBF5,PIGX_HUMAN,"GPI alpha-1,4-mannosyltransferase I, stabilizing subunit (Phosphatidylinositol-glycan biosynthesis class X protein) (PIG-X)",PIGX,Homo sapiens (Human),258,"TRANSMEM 231..251; /note=""Helical""; /evidence=""ECO:0000255""",,endoplasmic reticulum membrane [GO:0005789],GPI anchor biosynthetic process [GO:0006506],,endoplasmic reticulum membrane [GO:0005789]; GPI anchor biosynthetic process [GO:0006506],GO:0005789; GO:0006506,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q60GF7}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q60GF7}.,SP,0.000866,0.999082,CS pos: 29-30. Pr: 0.7958,False,7,,1,False,False,endomembrane system
Q8TBP6,S2540_HUMAN,Mitochondrial glutathione transporter SLC25A40 (Mitochondrial carrier family protein) (Solute carrier family 25 member 40),SLC25A40 MCFP,Homo sapiens (Human),338,"TRANSMEM 19..39; /note=""Helical; Name=1""; /evidence=""ECO:0000255""; TRANSMEM 103..123; /note=""Helical; Name=2""; /evidence=""ECO:0000255""; TRANSMEM 142..162; /note=""Helical; Name=3""; /evidence=""ECO:0000255""; TRANSMEM 199..220; /note=""Helical; Name=4""; /evidence=""ECO:0000255""; TRANSMEM 239..259; /note=""Helical; Name=5""; /evidence=""ECO:0000255""; TRANSMEM 298..318; /note=""Helical; Name=6""; /evidence=""ECO:0000255""",,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],erythrocyte development [GO:0048821]; import into the mitochondrion [GO:0170036],glutathione transmembrane transporter activity [GO:0034634],mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; glutathione transmembrane transporter activity [GO:0034634]; erythrocyte development [GO:0048821]; import into the mitochondrion [GO:0170036],GO:0005739; GO:0005743; GO:0034634; GO:0048821; GO:0170036,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q9BZJ4}; Multi-pass membrane protein {ECO:0000255}.,OTHER,0.999659,0.000359,,True,20,39.0,6,False,True,mitochondrion
