Entry,Entry.Name,Protein.names,Gene.Names,Organism,Length,Transmembrane,Intramembrane,Gene.Ontology..cellular.component.,Gene.Ontology..biological.process.,Gene.Ontology..molecular.function.,Gene.Ontology..GO.,Gene.Ontology.IDs,Subcellular.location..CC.,Prediction,OTHER,SP.Sec.SPI.,CS.Position,N_term_md,cterm_distance,penultimate_distance,membrane_domain_count,in_biogrid,in_massspec,Reduced.CC.Terms,disprot_id,disprot_disorder_content,disprot_disorder_regions,aiupred_mean_score,aiupred_disordered_fraction,mobidb_lite_disordered_fraction
Q969F0,FATE1_HUMAN,Fetal and adult testis-expressed transcript protein (Cancer/testis antigen 43) (CT43) (Tumor antigen BJ-HCC-2),FATE1 FATE,Homo sapiens (Human),183,"TRANSMEM 163..181; /note=""Helical""; /evidence=""ECO:0000255""",,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mitochondria-associated endoplasmic reticulum membrane contact site [GO:0044233]; mitochondrial outer membrane [GO:0005741],apoptotic process [GO:0006915]; negative regulation of apoptotic process [GO:0043066]; negative regulation of mitochondrial calcium ion concentration [GO:0051562],identical protein binding [GO:0042802]; ubiquitin protein ligase binding [GO:0031625],endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; mitochondria-associated endoplasmic reticulum membrane contact site [GO:0044233]; mitochondrial outer membrane [GO:0005741]; identical protein binding [GO:0042802]; ubiquitin protein ligase binding [GO:0031625]; apoptotic process [GO:0006915]; negative regulation of apoptotic process [GO:0043066]; negative regulation of mitochondrial calcium ion concentration [GO:0051562],GO:0005741; GO:0005783; GO:0005789; GO:0006915; GO:0031625; GO:0042802; GO:0043066; GO:0044233; GO:0051562,"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:26567849, ECO:0000269|PubMed:27402544}. Mitochondrion outer membrane {ECO:0000269|PubMed:27402544}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:27402544}; Single-pass membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305|PubMed:27402544}. Note=Localized to specific membrane structures termed mitochondria-associated membranes (MAMs) which connect the endoplasmic reticulum (ER) and the mitochondria. Also associated with the outer surface of mitochondria at sites that are not in close contact with the ER. {ECO:0000269|PubMed:27402544}.",OTHER,1.0,0.0,,False,2,,1,False,False,endomembrane system; organelle membrane contact site; outer membrane,,,,0.6646,0.6721,0.1366
Q96AJ9,VTI1A_HUMAN,Vesicle transport through interaction with t-SNAREs homolog 1A (Vesicle transport v-SNARE protein Vti1-like 2) (Vti1-rp2),VTI1A,Homo sapiens (Human),217,"TRANSMEM 193..213; /note=""Helical""; /evidence=""ECO:0000255""",,autophagosome [GO:0005776]; clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; neuron projection terminus [GO:0044306]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]; trans-Golgi network membrane [GO:0032588],"autophagy [GO:0006914]; endocytic recycling [GO:0032456]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi to vacuole transport [GO:0006896]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; macroautophagy [GO:0016236]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle fusion with Golgi apparatus [GO:0048280]; voluntary musculoskeletal movement [GO:0050882]",SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149],"autophagosome [GO:0005776]; clathrin-coated vesicle [GO:0030136]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; endosome [GO:0005768]; ER to Golgi transport vesicle membrane [GO:0012507]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; late endosome membrane [GO:0031902]; neuron projection terminus [GO:0044306]; neuronal cell body [GO:0043025]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; synaptic vesicle [GO:0008021]; trans-Golgi network membrane [GO:0032588]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; autophagy [GO:0006914]; endocytic recycling [GO:0032456]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi to vacuole transport [GO:0006896]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; macroautophagy [GO:0016236]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle fusion with Golgi apparatus [GO:0048280]; voluntary musculoskeletal movement [GO:0050882]",GO:0000139; GO:0000149; GO:0005484; GO:0005768; GO:0005776; GO:0005789; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0006891; GO:0006896; GO:0006914; GO:0008021; GO:0012507; GO:0016236; GO:0030136; GO:0031201; GO:0031902; GO:0032456; GO:0032588; GO:0042147; GO:0043025; GO:0044306; GO:0048280; GO:0048471; GO:0050882,SUBCELLULAR LOCATION: Cytoplasmic vesicle {ECO:0000269|PubMed:19138172}. Golgi apparatus membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}.,OTHER,1.0,0.0,,False,4,,1,False,False,vacuole; coated vesicle; cytosol; endomembrane system; endosome; Golgi apparatus; cell projection; cell body; perinuclear region of cytoplasm; membrane protein complex; vesicle,,,,0.8322,1.0,0.0
Q96D59,RN183_HUMAN,E3 ubiquitin-protein ligase RNF183 (EC 2.3.2.27),RNF183,Homo sapiens (Human),192,"TRANSMEM 162..182; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",,cis-Golgi network membrane [GO:0033106]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lysosomal membrane [GO:0005765],apoptotic process [GO:0006915]; positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902237]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; response to endoplasmic reticulum stress [GO:0034976],ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270],cis-Golgi network membrane [GO:0033106]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; lysosomal membrane [GO:0005765]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]; apoptotic process [GO:0006915]; positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902237]; protein autoubiquitination [GO:0051865]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; response to endoplasmic reticulum stress [GO:0034976],GO:0000209; GO:0005765; GO:0005783; GO:0005789; GO:0006915; GO:0008270; GO:0016567; GO:0033106; GO:0034976; GO:0051865; GO:0061630; GO:1902237,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:29507230}; Single-pass type IV membrane protein {ECO:0000305|PubMed:29507230}. Endoplasmic reticulum {ECO:0000269|PubMed:26567849}. Golgi apparatus, cis-Golgi network membrane {ECO:0000250|UniProtKB:Q8QZS5}. Lysosome membrane {ECO:0000250|UniProtKB:Q8QZS5}.",OTHER,1.0,1e-06,,False,10,,1,False,False,Golgi apparatus; endomembrane system; vacuole,,,,0.4616,0.4427,0.0
Q96DX8,RTP4_HUMAN,Receptor-transporting protein 4 (28 kDa interferon-responsive protein) (3CxxC-type zinc finger protein 4),RTP4 IFRG28 Z3CXXC4,Homo sapiens (Human),246,"TRANSMEM 225..245; /note=""Helical""; /evidence=""ECO:0000255""",,cytoplasm [GO:0005737]; membrane [GO:0016020],defense response to virus [GO:0051607]; detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; protein insertion into membrane [GO:0051205]; protein targeting to membrane [GO:0006612],olfactory receptor binding [GO:0031849]; zinc ion binding [GO:0008270],cytoplasm [GO:0005737]; membrane [GO:0016020]; olfactory receptor binding [GO:0031849]; zinc ion binding [GO:0008270]; defense response to virus [GO:0051607]; detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; protein insertion into membrane [GO:0051205]; protein targeting to membrane [GO:0006612],GO:0001580; GO:0005737; GO:0006612; GO:0008270; GO:0016020; GO:0031849; GO:0051205; GO:0051607,SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type III membrane protein {ECO:0000305}. Cytoplasm {ECO:0000269|PubMed:39798334}.,OTHER,1.0,0.0,,False,1,,1,False,False,cytoplasm; membrane,,,,0.2694,0.2033,0.0
Q96F15,GIMA5_HUMAN,GTPase IMAP family member 5 (Immune-associated nucleotide-binding protein 5) (Immunity-associated nucleotide 4-like 1 protein) (Immunity-associated nucleotide 5 protein) (IAN-5) (hIAN5) (Immunity-associated protein 3),GIMAP5 IAN4L1 IAN5 IMAP3,Homo sapiens (Human),307,"TRANSMEM 285..305; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",,lysosomal membrane [GO:0005765]; multivesicular body membrane [GO:0032585],,GTP binding [GO:0005525],lysosomal membrane [GO:0005765]; multivesicular body membrane [GO:0032585]; GTP binding [GO:0005525],GO:0005525; GO:0005765; GO:0032585,"SUBCELLULAR LOCATION: Lysosome membrane {ECO:0000269|PubMed:21487483, ECO:0000269|PubMed:29382851}; Single-pass type IV membrane protein {ECO:0000305}. Endosome, multivesicular body membrane {ECO:0000269|PubMed:21487483}; Single-pass type IV membrane protein {ECO:0000305}. Endosome membrane {ECO:0000250|UniProtKB:Q8K3L6}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q8K3L6}. Note=The mitochondrial localization originally reported was observed with C-terminally tagged protein and was not confirmed in later publications. {ECO:0000305|PubMed:14724691, ECO:0000305|PubMed:21487483}.",OTHER,1.0,0.0,,False,2,,1,False,False,vacuole; endosome,,,,0.3376,0.2769,0.0684
Q96GX1,TECT2_HUMAN,Tectonic-2,TCTN2 C12orf38 TECT2,Homo sapiens (Human),697,"TRANSMEM 669..689; /note=""Helical""; /evidence=""ECO:0000255""",,ciliary membrane [GO:0060170]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; MKS complex [GO:0036038],cilium assembly [GO:0060271]; protein localization to ciliary transition zone [GO:1904491]; smoothened signaling pathway [GO:0007224],,ciliary membrane [GO:0060170]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; MKS complex [GO:0036038]; cilium assembly [GO:0060271]; protein localization to ciliary transition zone [GO:1904491]; smoothened signaling pathway [GO:0007224],GO:0005737; GO:0005856; GO:0007224; GO:0036038; GO:0060170; GO:0060271; GO:1904491,"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cytoplasm, cytoskeleton, cilium basal body {ECO:0000250}. Note=Localizes at the transition zone, a region between the basal body and the ciliary axoneme. {ECO:0000250}.",OTHER,0.978998,0.021019,,False,8,,1,False,False,cell projection membrane; cytoplasm; cytoskeleton,,,,0.1674,0.0172,0.0
Q96JJ6,JPH4_HUMAN,Junctophilin-4 (JP-4) (Junctophilin-like 1 protein),JPH4 JPHL1 KIAA1831,Homo sapiens (Human),628,"TRANSMEM 607..628; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",,dendritic shaft [GO:0043198]; endoplasmic reticulum membrane [GO:0005789]; junctional membrane complex [GO:0030314]; junctional sarcoplasmic reticulum membrane [GO:0014701]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum [GO:0005790],calcium ion transport into cytosol [GO:0060402]; learning [GO:0007612]; neuromuscular process controlling balance [GO:0050885]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cytokine production [GO:0001817]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]; regulation of store-operated calcium entry [GO:2001256]; regulation of synaptic plasticity [GO:0048167],,dendritic shaft [GO:0043198]; endoplasmic reticulum membrane [GO:0005789]; junctional membrane complex [GO:0030314]; junctional sarcoplasmic reticulum membrane [GO:0014701]; plasma membrane [GO:0005886]; smooth endoplasmic reticulum [GO:0005790]; calcium ion transport into cytosol [GO:0060402]; learning [GO:0007612]; neuromuscular process controlling balance [GO:0050885]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cytokine production [GO:0001817]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]; regulation of store-operated calcium entry [GO:2001256]; regulation of synaptic plasticity [GO:0048167],GO:0001817; GO:0005789; GO:0005790; GO:0005886; GO:0007612; GO:0010880; GO:0010882; GO:0014701; GO:0030314; GO:0043198; GO:0048167; GO:0050885; GO:0060402; GO:2001256,"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type IV membrane protein {ECO:0000250}. Note=Localized predominantly on the plasma membrane. The transmembrane domain is anchored in endoplasmic reticulum membrane, while the N-terminal part associates with the plasma membrane (By similarity). {ECO:0000250}.",OTHER,1.0,1e-06,,False,0,,1,False,False,somatodendritic compartment; endomembrane system; sarcoplasm; cell periphery,,,,0.8078,0.8901,0.4634
Q96JN2,CC136_HUMAN,Coiled-coil domain-containing protein 136 (Nasopharyngeal carcinoma-associated gene 6 protein),CCDC136 KIAA1793 NAG6,Homo sapiens (Human),1154,"TRANSMEM 1130..1150; /note=""Helical""; /evidence=""ECO:0000255""",,acrosomal membrane [GO:0002080],acrosome assembly [GO:0001675]; single fertilization [GO:0007338]; spermatogenesis [GO:0007283],,acrosomal membrane [GO:0002080]; acrosome assembly [GO:0001675]; single fertilization [GO:0007338]; spermatogenesis [GO:0007283],GO:0001675; GO:0002080; GO:0007283; GO:0007338,"SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, acrosome membrane {ECO:0000250|UniProtKB:Q3TVA9}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q3TVA9}. Note=Exclusively localized on a peripheral part of acrosome membrane (Golgi phase), localized on the equatorial segment of the acrosome (maturation phase). {ECO:0000250|UniProtKB:Q3TVA9}.",OTHER,1.0,0.0,,False,4,,1,False,False,secretory vesicle,,,,0.6564,0.7366,0.1291
Q96LL9,DJC30_HUMAN,"DnaJ homolog subfamily C member 30, mitochondrial (Williams-Beuren syndrome chromosomal region 18 protein)",DNAJC30 WBSCR18,Homo sapiens (Human),226,"TRANSMEM 208..225; /note=""Helical""; /evidence=""ECO:0000255""",,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],ATP biosynthetic process [GO:0006754]; brain development [GO:0007420]; regulation of mitochondrial ATP synthesis coupled proton transport [GO:1905706],,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ATP biosynthetic process [GO:0006754]; brain development [GO:0007420]; regulation of mitochondrial ATP synthesis coupled proton transport [GO:1905706],GO:0005739; GO:0005743; GO:0006754; GO:0007420; GO:1905706,SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:30318146}; Single-pass membrane protein {ECO:0000255}.,OTHER,1.0,1e-06,,False,1,,1,False,True,mitochondrion,,,,0.5074,0.4912,0.1858
Q99518,FMO2_HUMAN,Flavin-containing monooxygenase 2 (EC 1.14.13.-) (Dimethylaniline oxidase 2) (FMO 1B1) (Pulmonary flavin-containing monooxygenase 2) (FMO 2),FMO2,Homo sapiens (Human),535,"TRANSMEM 510..530; /note=""Helical""; /evidence=""ECO:0000255""",,endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020],energy homeostasis [GO:0097009]; NADP metabolic process [GO:0006739]; negative regulation of fatty acid oxidation [GO:0046322]; organic acid metabolic process [GO:0006082]; oxygen metabolic process [GO:0072592]; toxin metabolic process [GO:0009404]; xenobiotic metabolic process [GO:0006805],"flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]","endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; flavin adenine dinucleotide binding [GO:0050660]; N,N-dimethylaniline monooxygenase activity [GO:0004499]; NADP binding [GO:0050661]; energy homeostasis [GO:0097009]; NADP metabolic process [GO:0006739]; negative regulation of fatty acid oxidation [GO:0046322]; organic acid metabolic process [GO:0006082]; oxygen metabolic process [GO:0072592]; toxin metabolic process [GO:0009404]; xenobiotic metabolic process [GO:0006805]",GO:0004499; GO:0005789; GO:0006082; GO:0006739; GO:0006805; GO:0009404; GO:0016020; GO:0046322; GO:0050660; GO:0050661; GO:0072592; GO:0097009,SUBCELLULAR LOCATION: Microsome membrane {ECO:0000250|UniProtKB:P17635}; Single-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:P17635}; Single-pass membrane protein {ECO:0000255}.,OTHER,1.0,1e-06,,False,5,,1,False,False,endomembrane system; membrane,,,,0.1785,0.0224,0.0
Q9BR39,JPH2_HUMAN,Junctophilin-2 (JP-2) (Junctophilin type 2) [Cleaved into: Junctophilin-2 N-terminal fragment (JP2NT)],JPH2 JP2,Homo sapiens (Human),696,"TRANSMEM 675..695; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",,endoplasmic reticulum membrane [GO:0005789]; junctional membrane complex [GO:0030314]; junctional sarcoplasmic reticulum membrane [GO:0014701]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; sarcoplasmic reticulum [GO:0016529]; Z disc [GO:0030018],calcium ion homeostasis [GO:0055074]; calcium ion transport into cytosol [GO:0060402]; positive regulation of ryanodine-sensitive calcium-release channel activity [GO:0060316]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cardiac muscle tissue development [GO:0055024]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880],"DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; phosphatidylserine binding [GO:0001786]","endoplasmic reticulum membrane [GO:0005789]; junctional membrane complex [GO:0030314]; junctional sarcoplasmic reticulum membrane [GO:0014701]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; sarcoplasmic reticulum [GO:0016529]; Z disc [GO:0030018]; DNA binding [GO:0003677]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; phosphatidic acid binding [GO:0070300]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; phosphatidylserine binding [GO:0001786]; calcium ion homeostasis [GO:0055074]; calcium ion transport into cytosol [GO:0060402]; positive regulation of ryanodine-sensitive calcium-release channel activity [GO:0060316]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cardiac muscle tissue development [GO:0055024]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]",GO:0001227; GO:0001786; GO:0003677; GO:0005546; GO:0005547; GO:0005634; GO:0005789; GO:0005886; GO:0010314; GO:0010880; GO:0010882; GO:0014701; GO:0016529; GO:0030018; GO:0030314; GO:0032266; GO:0055024; GO:0055074; GO:0060316; GO:0060402; GO:0070273; GO:0070300; GO:0080025,"SUBCELLULAR LOCATION: [Junctophilin-2]: Cell membrane {ECO:0000250|UniProtKB:Q9ET78}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9ET78}. Sarcoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9ET78}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q9ET78}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9ET78}; Single-pass type IV membrane protein {ECO:0000250|UniProtKB:Q9ET78}. Note=The transmembrane domain is anchored in sarcoplasmic reticulum membrane, while the N-terminal part associates with the plasma membrane. In heart cells, it predominantly associates along Z lines within myocytes. In skeletal muscle, it is specifically localized at the junction of A and I bands. {ECO:0000250|UniProtKB:Q9ET78}.; SUBCELLULAR LOCATION: [Junctophilin-2 N-terminal fragment]: Nucleus {ECO:0000269|PubMed:30409805}. Note=Accumulates in the nucleus of stressed hearts. {ECO:0000250|UniProtKB:Q9ET78}.",OTHER,1.0,5e-06,,False,1,,1,False,False,endomembrane system; sarcoplasm; nucleus; cell periphery; microtubule,,,,0.812,0.9109,0.3851
Q9BXK5,B2L13_HUMAN,Bcl-2-like protein 13 (Bcl2-L-13) (Bcl-rambo) (Protein Mil1),BCL2L13 MIL1 CD003,Homo sapiens (Human),485,"TRANSMEM 460..480; /note=""Helical""; /evidence=""ECO:0000255""",,membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleus [GO:0005634],apoptotic process [GO:0006915]; canonical glycolysis [GO:0061621]; fat cell differentiation [GO:0045444]; mitochondrion organization [GO:0007005]; mitophagy [GO:0000423]; oxidative phosphorylation [GO:0006119]; regulation of apoptotic process [GO:0042981],cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656],membrane [GO:0016020]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; apoptotic process [GO:0006915]; canonical glycolysis [GO:0061621]; fat cell differentiation [GO:0045444]; mitochondrion organization [GO:0007005]; mitophagy [GO:0000423]; oxidative phosphorylation [GO:0006119]; regulation of apoptotic process [GO:0042981],GO:0000423; GO:0005634; GO:0005739; GO:0006119; GO:0006915; GO:0007005; GO:0008656; GO:0016020; GO:0031966; GO:0042981; GO:0045444; GO:0061621,SUBCELLULAR LOCATION: [Isoform 2]: Mitochondrion membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Nucleus {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 1]: Nucleus {ECO:0000305}.,OTHER,1.0,0.0,,False,5,,1,False,False,membrane; mitochondrion; nucleus,,,,0.5817,0.5711,0.134
Q9BXU9,CABP8_HUMAN,Calcium-binding protein 8 (CaBP8) (Calneuron I) (Calneuron-1),CALN1 CABP8,Homo sapiens (Human),261,"TRANSMEM 235..255; /note=""Helical; Anchor for type IV membrane protein""; /evidence=""ECO:0000255""",,perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588],,calcium ion binding [GO:0005509],perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; calcium ion binding [GO:0005509],GO:0005509; GO:0005886; GO:0032588; GO:0048471,"SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000305|PubMed:19338761}; Single-pass type IV membrane protein {ECO:0000305|PubMed:19338761}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:19338761}. Cell membrane {ECO:0000305|PubMed:19338761}; Single-pass type IV membrane protein {ECO:0000305|PubMed:19338761}.",OTHER,1.0,0.0,,False,6,,1,False,False,perinuclear region of cytoplasm; cell periphery; Golgi apparatus,,,,0.4269,0.3678,0.1494
Q9BZF1,OSBL8_HUMAN,Oxysterol-binding protein-related protein 8 (ORP-8) (OSBP-related protein 8),OSBPL8 KIAA1451 ORP8 OSBP10,Homo sapiens (Human),889,"TRANSMEM 871..888; /note=""Helical""; /evidence=""ECO:0000255""",,cortical endoplasmic reticulum [GO:0032541]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nuclear membrane [GO:0031965],fat cell differentiation [GO:0045444]; negative regulation of cell migration [GO:0030336]; phosphatidylserine acyl-chain remodeling [GO:0036150]; phospholipid transport [GO:0015914]; positive regulation of D-glucose import [GO:0046326]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; protein localization to nuclear pore [GO:0090204]; triglyceride homeostasis [GO:0070328],cholesterol binding [GO:0015485]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylserine binding [GO:0001786]; phosphatidylserine transfer activity [GO:0140343]; phospholipid transporter activity [GO:0005548],cortical endoplasmic reticulum [GO:0032541]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; cholesterol binding [GO:0015485]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylserine binding [GO:0001786]; phosphatidylserine transfer activity [GO:0140343]; phospholipid transporter activity [GO:0005548]; fat cell differentiation [GO:0045444]; negative regulation of cell migration [GO:0030336]; phosphatidylserine acyl-chain remodeling [GO:0036150]; phospholipid transport [GO:0015914]; positive regulation of D-glucose import [GO:0046326]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; protein localization to nuclear pore [GO:0090204]; triglyceride homeostasis [GO:0070328],GO:0001786; GO:0005548; GO:0005783; GO:0005789; GO:0005829; GO:0015485; GO:0015914; GO:0016020; GO:0030336; GO:0031965; GO:0032541; GO:0036150; GO:0045444; GO:0046326; GO:0046628; GO:0051897; GO:0070273; GO:0070328; GO:0090204; GO:0140343,"SUBCELLULAR LOCATION: [Isoform 1]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:17991739, ECO:0000269|PubMed:26206935}; Single-pass membrane protein {ECO:0000269|PubMed:17991739}. Nucleus membrane {ECO:0000269|PubMed:21698267}. Note=The presence of the N-terminus extension contains an overall negative charge that may explain the weak localization to the cortical endoplasmic reticulum (Probable). {ECO:0000305|PubMed:26206935}.; SUBCELLULAR LOCATION: [Isoform 3]: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26206935}; Single-pass membrane protein. Note=Localizes to the cortical endoplasmic reticulum at the endoplasmic reticulum-plasma membrane contact sites. {ECO:0000269|PubMed:26206935}.",OTHER,1.0,0.0,,False,1,,1,False,True,rough endoplasmic reticulum; cytosol; endomembrane system; membrane; nuclear envelope,,,,0.4888,0.4331,0.2925
